"GEO_ID","NAME","S1901_C03_001E","S1901_C03_001M","S1901_C04_001E","S1901_C04_001M","S1901_C02_001M","S1901_C02_001E","S1901_C01_001M","S1901_C01_001E","S1901_C02_002E","S1901_C02_002M","S1901_C01_002M","S1901_C01_002E","S1901_C04_002M","S1901_C04_002E","S1901_C03_002M","S1901_C03_002E","S1901_C01_003E","S1901_C01_003M","S1901_C02_003E","S1901_C02_003M","S1901_C04_003E","S1901_C04_003M","S1901_C03_003M","S1901_C03_003E","S1901_C04_004E","S1901_C04_004M","S1901_C03_004M","S1901_C03_004E","S1901_C02_004M","S1901_C02_004E","S1901_C01_004M","S1901_C01_004E","S1901_C04_005E","S1901_C04_005M","S1901_C03_005M","S1901_C03_005E","S1901_C02_005M","S1901_C02_005E","S1901_C01_005M","S1901_C01_005E","S1901_C04_006E","S1901_C04_006M","S1901_C03_006M","S1901_C03_006E","S1901_C02_006M","S1901_C02_006E","S1901_C01_006M","S1901_C01_006E","S1901_C01_007E","S1901_C01_007M","S1901_C04_007M","S1901_C04_007E","S1901_C03_007M","S1901_C03_007E","S1901_C02_007M","S1901_C02_007E","S1901_C01_008E","S1901_C01_008M","S1901_C04_008E","S1901_C04_008M","S1901_C03_008M","S1901_C03_008E","S1901_C02_008M","S1901_C02_008E","S1901_C01_009E","S1901_C01_009M","S1901_C02_009E","S1901_C02_009M","S1901_C03_009E","S1901_C03_009M","S1901_C04_009E","S1901_C04_009M","S1901_C01_010M","S1901_C02_010E","S1901_C02_010M","S1901_C01_010E","S1901_C03_010E","S1901_C03_010M","S1901_C04_010E","S1901_C04_010M","S1901_C02_011E","S1901_C02_011M","S1901_C01_011M","S1901_C01_011E","S1901_C04_011M","S1901_C04_011E","S1901_C03_011M","S1901_C03_011E","S1901_C01_012E","S1901_C01_012M","S1901_C02_012E","S1901_C02_012M","S1901_C04_012E","S1901_C04_012M","S1901_C03_012M","S1901_C03_012E","S1901_C02_013M","S1901_C02_013E","S1901_C01_013M","S1901_C01_013E","S1901_C03_013E","S1901_C03_013M","S1901_C04_013M","S1901_C04_013E","S1901_C01_014E","S1901_C01_014M","S1901_C02_014E","S1901_C02_014M","S1901_C04_014M","S1901_C03_014E","S1901_C03_014M","S1901_C04_014E","S1901_C02_015E","S1901_C02_015M","S1901_C01_015M","S1901_C01_015E","S1901_C04_015M","S1901_C04_015E","S1901_C03_015M","S1901_C03_015E","S1901_C01_016E","S1901_C01_016M","S1901_C02_016E","S1901_C02_016M","S1901_C03_016E","S1901_C03_016M","S1901_C04_016E","S1901_C04_016M",
"1600000US0862000","Pueblo city, Colorado","N","N","18282","1775","1585","25359","1546","43641","8.6","2.7","2.5","13.9","4.8","24.0","N","N","11.2","2.6","6.6","2.7","19.3","4.3","N","N","16.8","4.4","N","N","2.9","10.3","2.5","12.9","9.6","3.3","N","N","3.0","13.6","2.3","12.6","13.7","4.0","N","N","3.9","18.2","3.0","16.3","14.6","2.7","3.4","10.8","N","N","3.5","15.4","9.9","2.3","3.5","2.6","N","N","3.2","14.0","5.4","1.5","8.3","2.5","N","N","1.6","1.2","1.0","3.3","1.6","2.1","N","N","0.3","0.5","1.6","1.2","0.7","1.1","0.7","0.4","N","N","34415","3331","44702","4734","18242","3137","6606","60548","6760","59333","4068","47142","N","N","3415","28020","27.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.7","(X)",
"1600000US0877290","Thornton city, Colorado","N","N","11199","1854","1543","28920","1839","40119","2.3","1.8","1.4","2.7","3.4","6.0","N","N","4.0","2.0","2.5","1.5","9.5","6.0","N","N","15.2","4.6","N","N","2.4","5.7","2.2","8.8","11.3","4.9","N","N","1.9","4.9","2.0","6.6","23.2","6.9","N","N","3.9","17.4","3.5","18.7","20.7","3.3","6.1","16.6","N","N","3.9","21.3","14.7","2.5","13.1","5.2","N","N","3.0","16.1","16.4","2.9","20.8","4.0","N","N","3.2","2.4","1.8","7.7","2.5","5.9","N","N","0.6","1.0","1.3","0.9","0.9","1.5","1.5","1.2","N","N","62512","4637","70752","4267","39497","5955","6473","81571","4186","79124","3250","71349","N","N","5245","47067","25.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","21.2","(X)",
"1600000US0883835","Westminster city, Colorado","N","N","14664","1572","1220","26311","1921","40975","6.0","2.6","2.0","6.3","3.8","9.2","N","N","2.6","1.4","1.3","1.2","5.0","3.4","N","N","14.9","4.9","N","N","2.8","7.7","2.5","10.0","16.5","5.7","N","N","2.8","7.6","3.1","11.0","13.2","3.4","N","N","2.5","8.9","2.0","10.5","22.4","3.4","5.6","23.3","N","N","4.4","21.4","14.5","2.7","11.7","4.2","N","N","3.5","16.1","14.8","2.7","19.4","3.9","N","N","4.9","2.4","1.5","7.0","2.5","4.7","N","N","0.8","1.0","4.6","1.8","1.3","3.3","0.8","0.5","N","N","60242","4486","71559","6603","40748","7913","7527","83220","8025","86310","7219","76053","N","N","13178","54444","19.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","14.0","(X)",
"1600000US0908000","Bridgeport city, Connecticut","15720","1695","17621","2165","1634","30467","2001","48088","9.0","2.8","2.5","12.7","4.9","19.8","0.7","0.6","6.7","1.6","4.7","1.9","10.9","3.1","1.2","2.2","18.5","5.0","4.2","9.1","3.2","12.5","2.6","14.5","14.2","4.3","5.0","13.5","3.5","12.6","2.7","13.6","11.0","4.4","4.7","15.7","3.3","14.5","2.4","12.7","15.7","2.8","3.8","14.4","5.3","16.8","3.4","15.8","10.6","2.4","4.3","2.2","5.9","22.7","3.5","13.9","8.6","2.1","11.7","3.0","13.2","4.0","3.3","2.7","1.2","3.4","1.9","2.6","4.6","2.9","0.8","0.9","1.8","1.2","1.1","2.2","2.2","2.8","1.3","1.6","38919","4658","45185","4590","25392","4656","8707","59104","4298","58068","3628","52017","N","N","6414","39938","34.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.1","(X)",
"1600000US0918430","Danbury city, Connecticut","N","N","10569","1750","1355","18977","1591","29546","6.0","3.4","2.4","5.6","4.6","8.4","N","N","6.0","2.7","1.7","1.3","12.4","5.8","N","N","13.6","4.3","N","N","4.8","10.1","3.8","10.2","12.4","5.9","N","N","3.3","6.2","2.7","8.8","13.9","5.5","N","N","4.5","11.7","3.4","12.4","19.8","3.5","5.7","16.5","N","N","4.7","19.4","11.1","3.0","10.7","4.8","N","N","3.8","11.0","16.7","3.6","22.0","5.0","N","N","7.3","3.6","2.0","5.8","2.3","5.4","N","N","4.8","3.7","6.0","2.0","1.3","3.9","1.7","0.0","N","N","58124","5736","65003","9362","37338","11234","11518","83040","7307","83366","5109","72159","N","N","6720","49366","28.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.7","(X)",
"1600000US0937000","Hartford city, Connecticut","10059","1320","19101","2492","1569","27275","2594","46376","14.0","3.9","3.2","17.2","5.1","23.6","2.5","2.5","12.1","2.9","8.5","3.1","17.4","4.8","2.5","3.1","18.2","4.7","6.1","12.4","4.5","19.6","3.3","18.9","10.7","3.9","4.7","9.0","2.9","10.4","2.3","11.2","14.7","4.1","6.3","18.4","3.5","16.7","2.5","14.9","13.8","3.1","3.1","6.2","8.1","27.1","3.8","17.3","7.1","1.7","6.1","2.8","5.1","15.0","2.9","7.8","4.2","1.4","4.7","1.8","10.2","4.4","2.5","1.6","0.2","0.2","0.4","0.1","0.6","1.0","0.0","0.9","0.6","0.6","0.4","0.6","0.6","0.5","1.7","1.7","26499","2952","32310","5005","19604","2571","6172","53123","3063","40680","2353","36900","N","N","3577","29471","35.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","42.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.9","(X)",
"1600000US0950370","New Britain city, Connecticut","N","N","11391","1486","1089","16840","1427","28231","7.7","3.8","3.9","12.4","6.5","21.5","N","N","6.3","2.9","6.0","3.6","6.8","4.3","N","N","23.6","6.0","N","N","4.3","10.5","3.0","15.6","11.1","5.2","N","N","4.6","17.0","3.3","14.0","11.7","4.6","N","N","4.5","16.4","2.9","13.1","20.9","3.2","5.2","16.3","N","N","4.5","19.8","9.8","2.5","5.4","3.5","N","N","3.5","11.9","5.5","1.7","7.1","2.7","N","N","3.2","2.7","1.2","2.8","1.9","2.1","N","N","0.4","0.7","0.6","0.8","0.5","0.4","1.6","0.0","N","N","36784","4508","41091","4658","23874","3813","8053","58988","4953","52550","3441","46689","N","N","4071","33702","34.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","37.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.6","(X)",
"1600000US0952000","New Haven city, Connecticut","11104","1625","25546","2939","1709","23832","2620","49378","11.3","3.5","2.4","15.0","3.9","20.6","2.2","2.6","8.4","2.7","5.6","2.2","11.2","4.3","1.9","2.6","16.9","4.7","5.6","8.6","3.8","14.9","2.9","15.7","11.0","3.3","4.2","6.5","3.4","10.4","2.2","10.8","11.8","3.6","5.8","16.0","4.3","14.5","2.8","13.4","14.6","2.7","3.6","11.1","6.5","21.0","4.3","17.5","9.8","2.6","8.3","2.9","6.9","17.1","3.6","11.1","7.5","1.7","7.8","2.7","13.9","5.4","6.4","2.2","1.0","2.6","1.4","2.4","3.3","2.1","2.2","1.5","4.4","2.1","1.1","2.4","0.8","0.5","4.4","8.4","35122","6095","41360","4214","25628","2862","10723","66083","9443","64432","4690","52815","N","N","3815","39920","35.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","40.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.1","(X)",
"1600000US0955990","Norwalk city, Connecticut","N","N","18098","2494","1349","21416","1993","39514","4.8","3.2","2.5","7.1","4.5","9.9","N","N","4.9","1.7","0.5","0.6","10.1","3.8","N","N","5.4","2.4","N","N","1.8","2.9","1.4","4.0","8.3","4.2","N","N","2.7","6.4","2.3","6.9","17.3","4.8","N","N","3.9","10.9","3.1","13.5","19.7","3.3","5.4","20.8","N","N","4.1","17.9","13.2","3.4","10.2","4.1","N","N","5.1","15.9","16.2","2.7","19.3","4.5","N","N","12.0","4.3","1.8","8.7","2.8","5.7","N","N","2.0","1.7","12.8","3.5","2.2","8.8","1.9","4.0","N","N","67848","6198","87253","13355","48416","9178","8659","99361","10898","112554","7543","92121","N","N","8518","66663","35.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","42.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.8","(X)",
"1600000US0973000","Stamford city, Connecticut","N","N","15580","2279","1639","27957","2287","43537","3.7","1.8","1.7","4.6","3.7","7.8","N","N","5.7","2.0","2.5","1.4","11.2","4.7","N","N","13.9","4.9","N","N","2.8","7.7","2.7","10.2","6.6","3.8","N","N","2.7","5.7","2.2","5.4","11.3","3.6","N","N","4.1","13.5","2.9","12.3","17.3","2.8","5.0","14.3","N","N","4.1","19.6","13.2","2.6","14.4","4.7","N","N","2.9","11.5","13.0","2.4","13.9","3.1","N","N","10.7","3.8","1.8","8.0","2.1","8.0","N","N","6.0","2.5","13.9","3.1","2.0","10.3","1.9","3.8","N","N","66617","5264","71840","5904","49436","7506","14411","90473","10994","112700","7541","98618","N","N","8356","69336","31.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.0","(X)",
"1600000US0980000","Waterbury city, Connecticut","14612","1526","15296","1931","1537","26257","2096","41553","10.6","3.2","2.4","12.6","4.5","19.2","2.0","2.4","7.6","2.6","5.5","2.6","10.4","4.5","3.3","3.7","16.6","4.7","2.2","6.5","3.1","12.3","2.4","12.8","15.5","5.0","3.6","9.3","3.2","11.4","2.9","13.2","8.2","3.8","4.1","11.9","4.3","15.3","3.2","13.6","19.0","3.4","6.5","19.7","5.3","26.3","3.4","18.1","9.5","2.5","4.9","3.4","4.1","15.6","3.2","11.4","7.7","2.4","9.9","3.3","14.9","5.2","4.4","3.1","1.5","4.6","2.4","3.2","7.9","4.3","0.4","0.6","1.0","1.1","0.8","0.8","0.8","0.5","2.0","1.5","38672","4573","42671","3360","27983","3500","5138","60940","5148","56685","7018","53387","N","N","16705","45200","35.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.3","(X)",
"1600000US1077580","Wilmington city, Delaware","N","N","13022","1796","1046","15262","1875","28284","10.3","4.6","3.5","11.7","4.6","13.7","N","N","7.7","2.5","4.8","2.9","12.6","4.8","N","N","21.0","6.8","N","N","6.0","20.9","4.3","21.0","12.7","5.2","N","N","4.7","11.8","3.2","11.6","12.4","4.9","N","N","4.4","11.6","3.1","11.6","15.6","3.6","4.7","11.6","N","N","4.7","17.3","7.1","2.2","4.9","2.2","N","N","3.2","7.8","7.1","2.5","6.3","3.0","N","N","7.5","4.1","1.4","4.2","2.5","2.6","N","N","0.8","0.9","4.9","2.3","1.5","4.0","2.0","2.8","N","N","32884","4304","37352","9368","26465","5921","7946","68274","12102","69279","6640","59574","N","N","7440","46221","35.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","40.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.6","(X)",
"1600000US1150000","Washington city, District of Columbia","57275","2762","150869","4823","4051","101519","3730","252388","7.8","1.2","0.9","10.4","1.3","12.8","0.9","1.7","5.5","0.8","4.1","1.0","6.7","1.1","0.4","0.5","8.5","1.2","1.3","3.5","1.3","7.3","0.9","8.1","8.1","1.2","1.3","4.4","1.2","7.6","0.8","7.7","11.5","1.2","1.5","5.6","1.3","8.8","0.8","10.5","15.7","1.2","1.5","17.1","2.1","11.9","1.6","13.6","11.5","1.1","12.2","1.4","1.8","9.8","1.4","9.9","13.1","1.0","14.4","1.4","20.2","2.5","12.4","1.4","0.7","9.7","1.4","7.1","14.5","2.2","5.2","0.8","16.9","1.3","0.7","10.3","1.0","5.6","2.1","28.0","60903","1540","77514","6098","51832","1483","7551","133338","5305","121027","2716","92959","173963","8566","3305","72243","31.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.4","(X)",
"1600000US1200410","Alafaya CDP, Florida","N","N","7439","1645","2375","19628","2329","27067","3.3","2.0","2.0","4.7","5.7","9.3","N","N","4.7","2.8","3.2","2.1","9.2","7.7","N","N","18.3","8.9","N","N","3.9","6.9","3.6","10.0","15.4","9.2","N","N","3.4","8.4","3.6","10.3","15.3","8.0","N","N","4.8","12.7","4.1","13.6","19.2","3.5","7.4","15.5","N","N","4.4","20.3","12.4","2.9","6.8","5.3","N","N","3.9","15.3","18.2","3.5","20.7","4.6","N","N","9.6","6.0","1.6","6.6","2.2","5.0","N","N","0.6","0.9","2.6","1.5","1.1","1.9","2.9","0.0","N","N","56666","6959","68502","6901","33775","6579","7376","81001","5916","78764","4986","69509","N","N","5668","43521","25.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.7","(X)",
"1600000US1207300","Boca Raton city, Florida","N","N","14428","2149","1348","21280","2024","35708","2.6","1.7","2.3","6.1","5.1","11.9","N","N","2.3","1.1","1.3","1.3","4.8","2.5","N","N","11.0","4.5","N","N","2.0","4.4","2.3","7.1","11.3","4.9","N","N","2.7","7.4","2.4","9.5","15.9","5.9","N","N","3.8","13.2","3.4","14.2","14.4","2.8","3.6","13.7","N","N","4.0","14.9","13.0","2.7","12.6","5.4","N","N","3.3","12.9","15.6","3.1","20.0","4.6","N","N","9.1","4.1","1.6","5.1","2.4","4.1","N","N","3.1","1.7","18.1","3.9","2.6","13.6","3.2","6.6","N","N","68393","6591","85752","9246","42479","7080","14117","92773","15093","127296","9807","104209","N","N","11260","68877","36.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","39.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.0","(X)",
"1600000US1207875","Boynton Beach city, Florida","N","N","12949","2098","1389","14785","2129","27734","4.5","3.0","2.8","8.6","5.2","13.8","N","N","7.4","2.6","2.9","2.1","13.7","5.2","N","N","15.7","5.6","N","N","5.4","14.5","3.8","13.7","8.5","3.9","N","N","5.7","16.9","3.4","14.8","16.8","5.3","N","N","3.8","13.6","3.2","14.7","19.4","3.8","5.8","21.6","N","N","5.2","18.2","9.1","2.6","5.0","3.0","N","N","4.4","11.3","10.3","2.8","14.3","4.6","N","N","4.6","2.3","0.9","2.2","1.8","1.2","N","N","0.0","1.7","1.5","1.3","0.7","1.0","0.6","0.4","N","N","39485","4498","44468","10330","30162","12338","8276","57954","6584","62615","4168","52385","N","N","4030","38484","28.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.2","(X)",
"1600000US1208150","Brandon CDP, Florida","N","N","13547","1897","2229","25091","2584","38638","3.9","2.6","2.0","4.8","3.5","6.5","N","N","4.0","1.8","3.2","1.9","6.8","3.8","N","N","12.3","4.8","N","N","3.1","7.3","2.7","8.1","18.6","5.0","N","N","3.1","10.6","2.6","12.7","17.2","5.5","N","N","3.8","14.8","3.2","16.4","23.1","3.7","5.6","20.4","N","N","4.6","22.9","17.2","3.4","14.8","5.5","N","N","4.4","18.1","10.1","2.2","14.9","3.4","N","N","1.8","1.3","0.9","2.1","1.2","1.9","N","N","1.0","1.2","2.1","1.5","1.0","1.6","0.9","0.8","N","N","52228","3544","60260","5826","40150","5972","7333","66098","4455","67131","3304","61016","N","N","4653","46957","26.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.2","(X)",
"1600000US1210275","Cape Coral city, Florida","N","N","15536","1980","1744","39073","2462","54609","5.1","2.4","1.8","5.5","2.8","7.7","N","N","6.3","1.7","4.7","1.8","10.9","4.5","N","N","16.2","4.5","N","N","2.7","10.9","2.2","11.5","18.1","4.7","N","N","3.0","12.0","2.4","14.2","23.8","6.3","N","N","2.9","14.0","2.5","16.9","18.9","2.5","3.4","11.1","N","N","3.2","21.1","12.0","2.0","6.9","3.0","N","N","2.7","13.7","10.6","1.9","12.9","2.5","N","N","4.9","2.9","1.1","3.2","1.6","2.4","N","N","0.0","1.4","2.2","1.1","0.8","1.7","0.4","0.3","N","N","44803","3206","52483","3887","32992","3528","5073","62167","4576","65080","3252","58389","N","N","2926","38779","33.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.3","(X)",
"1600000US1212875","Clearwater city, Florida","N","N","21845","2924","1735","23574","3100","45419","6.9","2.6","2.8","9.2","5.1","14.4","N","N","7.3","2.1","3.1","2.4","12.1","3.4","N","N","22.3","4.0","N","N","3.5","9.6","2.7","15.8","12.6","3.6","N","N","3.8","13.4","2.4","13.7","17.7","4.5","N","N","4.6","18.0","2.6","17.5","15.4","2.4","3.2","11.2","N","N","4.2","20.1","9.0","2.3","5.3","2.6","N","N","3.5","11.7","7.7","2.0","10.9","3.5","N","N","2.2","1.1","0.9","2.8","1.6","1.9","N","N","1.0","0.8","3.5","1.8","1.0","2.4","0.9","1.2","N","N","37841","2822","49112","4982","25843","4349","12196","61491","7664","65774","4581","52947","N","N","4582","36482","27.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.2","(X)",
"1600000US1214400","Coral Springs city, Florida","N","N","7229","1330","1409","32597","1814","39826","2.6","1.6","1.8","5.0","6.4","15.9","N","N","3.5","1.3","2.2","1.1","10.3","4.9","N","N","14.0","5.7","N","N","2.8","8.7","2.6","9.3","3.9","2.9","N","N","3.2","9.7","2.5","7.9","19.1","6.4","N","N","3.6","11.8","2.8","12.5","19.1","3.3","7.3","20.4","N","N","3.3","17.3","12.7","2.9","7.8","4.1","N","N","3.1","13.4","17.2","2.8","19.1","3.4","N","N","6.3","3.6","2.0","8.6","2.3","7.3","N","N","2.4","3.4","6.6","1.9","1.6","5.6","3.0","0.0","N","N","65348","6566","71846","5549","37116","5706","7209","88684","7836","93885","6370","85926","N","N","6403","44757","29.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.7","(X)",
"1600000US1216475","Davie town, Florida","N","N","9672","1721","1361","22088","1558","31760","6.3","3.2","2.3","6.3","5.8","10.3","N","N","5.4","2.3","4.0","2.3","9.1","5.4","N","N","16.2","5.8","N","N","3.3","7.5","2.9","9.9","9.3","4.1","N","N","2.3","4.0","2.2","6.2","14.5","6.1","N","N","3.4","11.9","2.9","12.8","22.8","4.2","8.4","23.1","N","N","4.8","23.0","9.4","3.0","5.1","3.1","N","N","4.0","11.1","16.9","3.7","19.1","4.6","N","N","9.5","6.2","2.1","7.8","2.9","6.0","N","N","1.4","1.6","5.3","2.3","1.6","4.1","1.8","1.5","N","N","58175","6567","68208","6832","38832","5695","13910","83706","6283","82851","5091","73657","N","N","7032","48073","27.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.9","(X)",
"1600000US1216725","Deerfield Beach city, Florida","N","N","13573","1962","1334","18017","1910","31590","8.0","3.9","3.7","11.3","6.0","15.9","N","N","8.1","2.9","5.2","3.6","11.9","5.2","N","N","20.5","5.2","N","N","5.4","16.9","4.2","18.2","15.4","6.2","N","N","4.0","12.5","3.8","13.7","10.0","4.2","N","N","3.8","10.7","2.7","9.6","20.5","4.1","5.5","17.9","N","N","6.1","21.2","6.3","2.4","4.0","2.7","N","N","3.7","7.8","6.8","2.3","9.7","3.6","N","N","3.0","2.1","1.5","4.4","2.4","2.9","N","N","0.4","0.7","3.7","2.6","1.6","2.5","1.1","0.9","N","N","33726","4647","44414","11334","25972","6413","8196","50931","9637","62402","6783","52429","N","N","7206","37981","34.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.2","(X)",
"1600000US1217200","Deltona city, Florida","N","N","6502","1405","1352","21547","1827","28049","5.3","3.1","2.3","5.3","4.4","7.4","N","N","5.6","2.3","2.4","1.9","14.9","6.1","N","N","15.8","6.8","N","N","3.8","10.6","3.6","11.3","15.7","7.2","N","N","2.6","6.4","2.6","8.6","14.4","5.6","N","N","4.3","18.8","3.6","18.3","23.2","4.4","7.7","16.5","N","N","5.8","25.2","10.7","3.2","7.6","6.0","N","N","3.7","11.9","11.2","3.4","12.9","4.4","N","N","3.7","4.8","2.1","4.5","2.7","3.4","N","N","0.0","3.4","2.0","2.1","2.2","2.5","6.0","3.9","N","N","50682","4438","54627","4875","33817","4440","10556","65322","7686","65857","6194","61681","N","N","11088","45613","32.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.2","(X)",
"1600000US1224000","Fort Lauderdale city, Florida","20635","1888","41414","3477","1770","31410","3288","72824","7.4","2.4","1.8","9.9","2.8","12.7","1.7","2.1","6.1","1.4","3.2","1.3","8.7","2.3","1.2","2.0","12.8","2.5","3.0","6.4","3.3","10.9","1.9","11.7","12.8","2.8","3.5","8.7","3.2","11.1","2.0","12.0","16.8","3.3","5.0","14.7","4.3","15.0","2.4","16.6","15.1","2.0","2.6","13.4","4.6","17.7","3.8","16.8","8.0","1.7","7.2","2.1","3.7","11.7","2.9","9.3","10.3","2.1","11.6","2.7","15.8","4.2","8.5","2.8","1.4","7.1","2.5","4.9","10.1","3.9","3.1","1.4","7.6","2.3","1.2","5.5","1.5","4.0","3.4","10.7","43320","2703","52957","5509","37377","4011","12981","69455","8132","82336","4192","69921","N","N","5437","59034","37.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","39.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.7","(X)",
"1600000US1224125","Fort Myers city, Florida","N","N","9317","1675","1231","13336","1738","22653","7.1","3.6","3.3","12.2","6.7","19.9","N","N","7.8","3.3","9.3","5.0","6.2","3.1","N","N","23.8","7.6","N","N","5.9","13.9","4.5","18.0","16.7","5.7","N","N","5.5","18.7","4.0","18.1","12.8","5.3","N","N","4.4","13.2","3.1","13.1","13.6","3.9","6.0","13.3","N","N","5.7","13.5","7.9","2.8","4.0","2.5","N","N","4.0","10.5","5.9","2.3","8.7","3.6","N","N","2.0","1.9","0.9","2.1","1.6","1.2","N","N","0.0","2.4","2.9","2.0","1.3","2.2","1.5","1.2","N","N","31835","3189","37529","8389","25035","4400","14549","54688","7179","55191","5007","46584","N","N","5800","33887","38.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","41.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.0","(X)",
"1600000US1225175","Gainesville city, Florida","N","N","26547","2346","1626","18497","2692","45044","11.3","3.2","3.1","20.9","4.6","28.0","N","N","7.3","2.2","4.3","2.1","10.1","3.4","N","N","21.4","4.9","N","N","3.2","9.2","3.4","16.1","10.7","3.1","N","N","3.0","8.3","2.2","9.9","14.3","4.1","N","N","4.1","15.4","3.0","14.9","12.9","2.8","3.4","8.7","N","N","3.9","17.0","6.2","1.5","2.5","1.5","N","N","3.3","11.8","7.6","1.9","13.8","3.9","N","N","3.1","1.6","1.2","4.5","2.9","2.4","N","N","0.9","0.8","4.3","2.6","1.1","2.0","0.5","0.3","N","N","31132","3166","51122","4367","19080","2421","13049","71699","8243","69523","4066","45712","N","N","3126","28358","31.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.9","(X)",
